A16AB04,,Agalsidase beta,,5 mg P
G02CX03,,Agni casti fructus*,,
G02CH01,,Agnus castus,,
N06AX22,,Agomelatin,,25 mg O
C01BA05,,Ajmalin,,"0,3 g O; 50 mg P "
B05XB02,,Alanylglutamin,,Standarddosis: 1 DE P 
N06AB07,,Alaproclat,,
S01XA07,,Alaun,,
P02CA03,,Albendazol,,"0,4 g O; 0,8 g O "
A10BJ04,,Albiglutid,,"5,7 mg P"
L03AB12,,Albinterferon alfa-2b,,
B05AA01,,Albumin,,Standarddosis: 1 DE P 
B05AA51,,"Albumin, Kombinationen",,Standarddosis: 1 DE P 
A07XA01,,Albumintannat,,3 g O
A07XA51,,"Albumintannat, Kombinationen",,
B02BD33,,Albutrepenonacog alfa,,400 E P 
S01GX11,,Alcaftadin,,
M01AB06,,Alclofenac,,"1,25 g O,R"
D07AB10,,Alclometason,,
S01BA10,,Alclometason,,
M03AA01,,Alcuronium,,
L03AC01,,Aldesleukin,,"0,2 mg P"
J04BA03,,Aldesulfonnatrium,,"0,33 g O"
H02AA01,,Aldosteron,,
L01ED03,,Alectinib,,"1,2 g O "
L04AA15,,Alefacept,,
L01XC04,,Alemtuzumab,,13 mg P 
L04AA34,,Alemtuzumab,,"0,13 mg P"
M05BA04,,Alendronsäure,,10 mg O bezogen auf die Säure der Alendronsäure
M05BB05,,"Alendronsäure, Calcium und Colecalciferol, Sequenzialpräparate",,10 mg O bezogen auf die Säure der Alendronsäure
M05BB06,,"Alendronsäure und Alfacalcidol, Sequenzialpräparate",,10 mg O bezogen auf die Säure der Alendronsäure
M05BB03,,Alendronsäure und Colecalciferol,,10 mg O bezogen auf die Säure der Alendronsäure
A11CC03,,Alfacalcidol,,"1 mcg O,P"
C10AD09,,alfa-Tocopherolnicotinat,,
N01AX05,,Alfaxalon,,
B02AB02,,Alfa1-Antitrypsin,,"0,6 g P"
N01AH02,,Alfentanil,,
G04CA01,,Alfuzosin,,"7,5 mg O"
G04CA51,,Alfuzosin und Finasterid,,
A02AB02,,Algeldrat,,5 g O
A02BX13,,Alginsäure,,
A02BX63,,"Alginsäure, Kombinationen",,Standarddosis: 10 Tabletten oder 50 ml Mixtur O 
A16AB01,,Alglucerase,,
A16AB07,,Alglucosidase alfa,,"0,1 g P"
R06AD01,,Alimemazin,,"30 mg O,P"
C10AX10,,Alipogentiparvovec,,24 DE P 
C10AX14,,Alirocumab,,"5,4 mg P"
C09XA02,,Aliskiren,,"0,15 g O"
C09XA54,,"Aliskiren, Amlodipin und Hydrochlorothiazid",,
C09XA53,,Aliskiren und Amlodipin,,
C09XA52,,Aliskiren und Hydrochlorothiazid,,Standarddosis: 1 DE O 
D11AH04,,Alitretinoin,,20 mg O
L01XF02,,Alitretinoin,,
A03FA05,,Alizaprid,,"0,15 g O,P"
V04CN11,,Alkohol-Testzone,,Standarddosis: 1 DE 
N05CA21,,Allobarbital,,
L01XX90,,"Allogene T-Zellen, genetisch modifiziert",,Standarddosis: 1 DE P 
M04AA01,,Allopurinol,,"0,4 g O,P"
M04AA51,,"Allopurinol, Kombinationen",,
G03DC01,,Allylestrenol,,10 mg O
A02AD03,,Almagat,,
A02AD05,,Almasilat,,4 g O 
M01AE16,,Alminoprofen,,
R07AB07,,Almitrin,,"0,1 g O"
N02CC05,,Almotriptan,,"12,5 mg O"
A06AB13,,Aloe,,
A06AB63,,"Aloe, Kombinationen",,
A10BH04,,Alogliptin,,25 mg O
A02AB06,,Aloglutamol,,
A03AE01,,Alosetron,,1 mg O
B01AC15,,Aloxiprin,,
N02BA02,,Aloxiprin,,3 g O
L01EM03,,Alpelisib,,"0,3 g O "
M02AX56,,"Alpha-Pinen, Kombinationen",,
N05BA12,,Alprazolam,,1 mg O
C07AA01,,Alprenolol,,"0,4 g O,P"
C07BA01,,Alprenolol und Thiazide,,Standarddosis: 1 DE O 
C01EA01,,Alprostadil,,"0,5 mg P"
C04AG01,,Alprostadil,,40 mcg P 
G04BE01,,Alprostadil,,"20 mcg P; 0,25 mg urethral"
V04CH04,,Alsactid,,
B01AD02,,Alteplase,,"0,1 g P"
S01XA13,,Alteplase,,
C03EA04,,Altizid und Kalium sparende Mittel,,
L01XX03,,Altretamin,,
D03AX33,,Aluminiumacetattartrat,,
S02AA04,,Aluminiumacetattartrat,,
A02AB05,,Aluminiumacetoacetat,,
A01AB36,,Aluminiumchlorat,,
A01AB26,,Aluminiumchlorid,,
D10AX01,,Aluminiumchlorid,,
A01AB76,,"Aluminiumchlorid, Kombinationen",,
D08AB52,,"Aluminiumchlorid, Kombinationen",,
D09AA08,,Aluminiumchloridhydroxid,,
V03AE17,,Aluminiumchloridhydroxid,,
D08AB01,,Aluminiumchloridhydroxid-Komplex,,
C10AB03,,Aluminiumclofibrat,,
A02AB07,,Aluminiumglycinat,,
R02AA32,,Aluminium-haltige Verbindungen,,
R02AA82,,"Aluminium-haltige Verbindungen, Kombinationen",,
C05AX01,,Aluminium-haltige Zubereitungen,,
A02AB01,,Aluminiumhydroxid,,
V03AE12,,Aluminiumhydroxid,,
A02AF05,,Aluminiumhydroxid und Karminativa,,
M05BX02,,Aluminiumhydroxychlorid,,
C10AD04,,Aluminiumnicotinat,,
D10AX04,,Aluminiumoxid,,
A02AD10,,Aluminiumoxid in Kombination mit Magnesiumhydroxid,,
A02AB03,,Aluminiumphosphat,,
A07ED01,,Aluminiumphosphat,,
D08AB10,,Aluminiumpulver,,
D11AA02,,Aluminiumsalze,,
D11AA52,,"Aluminiumsalze, Kombinationen",,
D11AB63,,"Aluminiumsalze, Kombinationen",,
A01AB37,,Aluminiumsulfat,,
A03AX08,,Alverin,,
A03AX58,,"Alverin, Kombinationen",,
A06AH02,,Alvimopan,,
J05AC04,,Amantadin,,"0,2 g O "
N04BB01,,Amantadin,,"0,2 g O; 0,2 g P "
R02AA01,,Ambazon,,40 mg O
R02AA51,,"Ambazon, Kombinationen",,
N07AA30,,Ambenonium,,60 mg O
C02KX02,,Ambrisentan,,"7,5 mg O"
C02KX52,,Ambrisentan und Tadalafil,,
R02AD05,,Ambroxol,,
R05CB06,,Ambroxol,,"0,12 g O; 75 mg Inhal.lösung,O,P,R; 40 mg O,R Kinder DDD "
R07AA03,,Ambroxol,,
G02CX59,,"Ambucetamid, Kombinationen",,
A03DA09,,Ambucetamid und Analgetika,,
A03CA07,,Ambutonium und Psycholeptika,,
D07AC11,,Amcinonid,,"1,5 mg T "
D11AF08,,Ameisensäure,,
J05AX26,,Amenamevir,,"0,4 g O"
C01CA25,,Ameziniummetilsulfat,,30 mg O
A08AA03,,Amfepramon,,75 mg O
A08AA53,,"Amfepramon, Kombinationen",,
N06BA01,,Amfetamin,,"15 mg O,P"
N06BA16,,Amfetaminil,,
V04CN01,,Amfetamin-Testzone,,Standarddosis: 1 DE 
R01AA16,,Amidefrin,,
V08AA01,,Amidotrizoesäure,,"Standarddosis: 1 DE O,P,R,U "
N07XX05,,Amifampridin,,40 mg O
V03AF05,,Amifostin,,"1,7 g P"
D06AX12,,Amikacin,,
J01GB06,,Amikacin,,"1 g P; 0,59 g Inhal.lösung (liposomal) "
S01AA21,,Amikacin,,
V03AM01,,Amilomer,,
C03DB01,,Amilorid,,10 mg O
N06AA19,,Amineptin,,
D08AA02,,Aminoacridin,,
D02BA01,,Aminobenzoesäure,,
N03AG03,,Aminobuttersäure,,"1 g O,P"
B02AA01,,Aminocapronsäure,,"16 g O,P"
N03AB03,,Amino(diphenylhydantoin)valeriansäure,,"0,3 g O"
L02BG01,,Aminoglutethimid,,1 g O
V04CH30,,Aminohippursäure,,
L01XD04,,Aminolevulinsäure,,
V04CY27,,Aminolevulinsäure,,"1,4 g O "
B02AA03,,Aminomethylbenzoesäure,,"0,25 g O"
N02BB03,,Aminophenazon,,"0,5 g R"
R05XA05,,"Aminophenazon, Kombinationen",,
N02BB53,,"Aminophenazon, Kombinationen exkl. Psycholeptika",,
N02BB73,,"Aminophenazon, Kombinationen mit Psycholeptika",,
R03DA05,,Aminophyllin,,"0,6 g O,P,R"
R03DA55,,"Aminophyllin, Kombinationen",,
R03DB05,,Aminophyllin und Sympathomimetika,,
J04AA01,,4-Aminosalicylsäure,,12 g O
B05BA01,,Aminosäuren,,Standarddosis: 1 DE P 
V06DD01,,"Aminosäuren, Kombinationen mit Kohlenhydraten",,
V06DE01,,"Aminosäuren/Kohlenhydrate/Mineralstoffe/Vitamine,
Kombinationen",,
C01BD01,,Amiodaron,,"0,2 g O,P"
N05AL05,,Amisulprid,,"0,4 g O; 7,5 mg P "
N06AA09,,Amitriptylin,,"75 mg O,P"
N06CA01,,Amitriptylin und Psycholeptika,,
N06AA25,,Amitriptylinoxid,,"75 mg O,P "
A01AD07,,Amlexanox,,
R03DX01,,Amlexanox,,
C08CA01,,Amlodipin,,5 mg O
C08CA51,,Amlodipin und Celecoxib,,
C08GA02,,Amlodipin und Diuretika,,
C01EP04,,Ammi-visnaga-Früchte,,
V09GX05,,(13N)Ammoniak,,
B05XA04,,Ammoniumchlorid,,
G04BA01,,Ammoniumchlorid,,"8,5 g O"
G04BA51,,"Ammoniumchlorid, Kombinationen",,
V08CA07,,Ammoniumeisen(III)citrat,,
B03AA19,,Ammoniumeisen(II)sulfat,,"0,2 g O Fe2+ "
B03AD12,,Ammoniumeisen(II)sulfat,,"0,1 g O Fe2+ "
N05CA02,,Amobarbital,,"0,1 g O,P"
P01BA06,,Amodiaquin,,"0,5 g O"
D01AE16,,Amorolfin,,
N06AA17,,Amoxapin,,"0,15 g O"
J01CA04,,Amoxicillin,,"1,5 g O; 3 g P"
J01CR02,,Amoxicillin und Beta-Lactamase-Inhibitoren,,"1,5 g O bezogen auf Amoxicillin; 3 g P bezogen auf Amoxicillin"
A01AB04,,Amphotericin B,,40 mg O
A07AA07,,Amphotericin B,,"0,4 g O"
D01AA10,,Amphotericin B,,
G01AA03,,Amphotericin B,,"0,2 g V"
J02AA01,,Amphotericin B,,35 mg P
J01CA01,,Ampicillin,,"2 g O,R; 6 g P"
S01AA19,,Ampicillin,,
J01CA51,,"Ampicillin, Kombinationen",,
R05GB05,,"Ampicillin, Kombinationen",,"2 g O,P bezogen auf Ampicillin; 2,5 g O Kinder DDD bezogen auf Ampicillin "
J01CR01,,Ampicillin und Beta-Lactamase-Inhibitoren,,6 g P bezogen auf Ampicillin
J05AE05,,Amprenavir,,"1,2 g O"
C01CE01,,Amrinon,,"0,5 g P"
L01DB10,,Amrubicin,,
L01XX01,,Amsacrin,,
V03AB22,,Amylnitrit,,
L01XX35,,Anagrelid,,2 mg O 
L04AC03,,Anakinra,,"0,1 g P"
L02BG03,,Anastrozol,,1 mg O
L03AA12,,Ancestim,,"1,4 mg P"
B01AD09,,Ancrod,,
A01AB39,,Andere Aluminium-haltige Verbindungen,,
A16AA50,,"Andere Aminosäuren, Kombinationen",,
A14AA50,,"Andere Androstan-Derivate, Kombinationen",,
A07XA50,,"Andere Antidiarrhoika, Kombinationen",,
A04AD50,,"Andere Antiemetika, Kombinationen",,
D11AA50,,"Andere Antihidrotika, Kombinationen",,
S01XB50,,"Andere Antikataraktika, Kombinationen",,
R02AA50,,"Andere Antiseptika, Kombinationen",,
A15AA50,,"Andere Appetit stimulierende Mittel, Kombinationen",,
R07AB50,,"Andere Atemstimulanzien, Kombinationen",,
L03AG50,,"Andere bakterielle Immunstimulanzien, Kombinationen",,
A12AX50,,"Andere Calciumsalze, Kombinationen mit anderen Mitteln",,
A12AX41,,Andere Calciumsalze und Colecalciferol,,
D11AX50,,"Andere Dermatika, Kombinationen",,
D11AB50,,"Andere dermatologische Balneotherapeutika, Kombinationen",,
V06CX50,,"Andere Diätetika als Säuglingsnahrung, Kombinationen",,
V06DX50,,Andere Diätetika-Kombinationen,,
A09AX50,,"Andere Digestiva, Kombinationen",,
A09AC50,,"Andere Enzyme und Säuren, Kombinationen",,
R04AP50,,"Andere etherische Öle, Kombinationen",,
R05CA50,,"Andere Expektoranzien, Kombinationen",,
V03AK50,,"Andere Gewebekleber, Kombinationen",,Standarddosis: 1 DE T 
R02AX50,,"Andere Hals- und Rachentherapeutika, Kombinationen",,
C05AX03,,"Andere Hämorrhoidenmittel, Kombinationen",,
G04BC50,,"Andere Harnkonkrement lösende Mittel, Kombinationen",,
V07AI01,,Andere Hilfsmittel ohne Pharmazentralnummer/Hilfsmittelnummer,,
V07AI02,,"Andere Hilfsmittel ohne Pharmazentralnummer/Hilfsmittelnummer, die im Zusammenhang mit einer 
individuell hergestellten parenteralen Lösung abgegeben werden",,
J06BC10,,Andere Immunglobuline,,
J01EB70,,"Andere kurzwirksame Sulfonamide, Kombinationen",,
A05BA50,,"Andere Lebertherapeutika, Kombinationen",,
R02AD50,,"Andere Lokalanästhetika, Kombinationen",,
A12CC50,,"Andere Magnesiumsalze, Kombinationen",,
D11AC50,,"Andere medizinische Haarwaschmittel, Kombinationen",,
J07AH02,,"Andere Meningokokken monovalent, gereinigtes Polysaccharid-Antigen",,
J07AH05,,"Andere Meningokokken polyvalent, 
gereinigtes Polysaccharid-Antigen",,
A12CX50,,"Andere Mineralstoff-haltige Zubereitungen, Kombinationen",,
G04BE70,,"Andere Mittel bei erektiler Dysfunktion, 
Kombinationen mit Psycholeptika",,
A03AX50,,"Andere Mittel bei funktionellen gastrointestinalen Störungen, 
Kombinationen",,
A05AX50,,"Andere Mittel zur Gallentherapie, Kombinationen",,
A01AD50,,"Andere Mittel zur oralen Lokalbehandlung, Kombinationen",,
R05CB50,,"Andere Mukolytika, Kombinationen",,
P02CX50,,"Andere Nematodenmittel, Kombinationen",,
S01XA50,,"Andere Ophthalmika, Kombinationen",,
R05DA50,,"Andere Opium-Alkaloide und Derivate, Kombinationen",,
L03AX20,,Andere Organextrakte,,
A08AB11,,Andere peripher wirkende Antiadiposita,,
C01AP50,,"Andere Pflanzenglykoside, Kombinationen",,
N05CP50,,"Andere pflanzliche Hypnotika und Sedativa, Kombinationen",,
L03AP50,,"Andere pflanzliche Immunstimulanzien, Kombinationen",,
C05CP50,,"Andere pflanzliche kapillarstabilisierende Mittel, Kombinationen",,
L01CP50,,"Andere pflanzliche Mittel, Kombinationen",,
A01AP50,,"Andere pflanzliche Stomatologika, Kombinationen",,
G04BP50,,"Andere pflanzliche Urologika, Kombinationen",,
D08AE50,,"Andere Phenole und Derivate, Kombinationen",,
B05AA02,,Andere Plasmaproteinfraktionen,,Standarddosis: 1 DE P 
D03BA50,,"Andere proteolytische Enzyme, Kombinationen",,
C04AD50,,"Andere Purin-Derivate, Kombinationen",,
A09AB50,,"Andere Säuren, Kombinationen",,
D08AL50,,"Andere Silber-haltige Verbindungen, Kombinationen",,
A07AB50,,"Andere Sulfonamide, Kombinationen",,
D06BA50,,"Andere Sulfonamide, Kombinationen",,
S01GA50,,"Andere Sympathomimetika, Kombinationen",,
D10BX50,,"Andere systemische Aknemittel, Kombinationen",,
R03DX50,,"Andere systemische Antiasthmatika, Kombinationen",,
D05AA50,,"Andere Teere, Kombinationen",,
V04CY50,,"Andere Tests, Kombinationen",,Standarddosis: 1 DE 
V03AX50,,"Andere therapeutische Mittel, Kombinationen",,
A02BX50,,"Andere Ulkustherapeutika, Kombinationen exkl. Psycholeptika",,
A02BX70,,"Andere Ulkustherapeutika, Kombinationen mit Psycholeptika",,
G04BX50,,"Andere Urologika, Kombinationen",,
D09AC50,,"Andere Verbandmittel, Kombinationen",,
D03AX20,,Andere Wundbehandlungsmittel,,
D03AX50,,"Andere Wundbehandlungsmittel, Kombinationen",,
R03DA50,,"Andere Xanthine, Kombinationen excl. Psycholeptika",,
R03DA90,,"Andere Xanthine, Kombinationen mit Psycholeptika",,
M02AD50,,"Andere Zubereitungen mit Nicotinsäure-Derivaten, Kombinationen",,
M02AC50,,"Andere Zubereitungen mit Salicylsäure-Derivaten, Kombinationen",,
L03AX50,,"Andere Zytokine und Immunstimulanzien, Kombinationen",,
V03AB38,,Andexanet alfa,,Standarddosis: 7 DE P 
R05CP16,,Andornkraut,,
A14AA01,,Androstanolon,,
G03BB02,,Androstanolon,,
S01LA02,,Anecortav,,
A16AX02,,Anetholtrithion,,
C01CX09,,Angiotensin II,,
C01CX06,,Angiotensinamid,,5 mg P
J02AX06,,Anidulafungin,,"0,1 g P"
L04AA51,,Anifrolumab,,
N01AH05,,Anileridin,,
N06BX11,,Aniracetam,,
B01AD03,,Anistreplase,,30 E P
A02AX50,,"Antacida, andere Kombinationen",,
A02AG02,,"Antacida, Kombinationen mit Atropin",,
A02AX01,,"Antacida, Kombinationen mit Bismutsalzen",,
A02AG01,,"Antacida, Kombinationen mit Butinolin",,
A02AX02,,"Antacida, Kombinationen mit Lokalanästhetika",,
A02AG20,,"Antacida, Kombinationen mit mehreren Spasmolytika",,
A02AX04,,"Antacida, Kombinationen mit Schwefel",,
R01AC04,,Antazolin,,
R06AX05,,Antazolin,,"0,3 g O,P"
S01GX15,,Antazolin,,
S01XA35,,Anthocyane,,
S01XA85,,"Anthocyane, Kombinationen",,
J07AC01,,Anthrax-Antigen,,Standarddosis: 1 DE P 
J06BB19,,Anthrax-Immunglobulin,,
C01BA50,,"Antiarrhythmika, Kombinationen exkl. Psycholeptika",,
C01BA70,,"Antiarrhythmika, Kombinationen mit Psycholeptika",,
S01AA20,,Antibiotika in Kombination mit anderen Mitteln,,
G01BA01,,Antibiotika und Corticosteroide,,
J06BB01,,Anti-D(rh)-Immunglobulin,,
S02AA30,,"Antiinfektiva, Kombinationen",,
S03AA30,,"Antiinfektiva, Kombinationen",,
L04AA03,,Antilymphozytäres Immunglobulin (Pferd),,
R05CA07,,Antimonpentasulfid,,"0,2 g O"
G01BD01,,Antiseptika und Corticosteroide,,
B01AB02,,"Antithrombin III, Antithrombin alfa ",,"2,1 TSD E P; 7,5 TSD E P bezogen auf Antithrombin alfa "
L04AA04,,Antithymozytäres Immunglobulin (Kaninchen),,"0,1 g P"
R05FB02,,Antitussiva und Expektoranzien,,
R05FB01,,Antitussiva und Mukolytika,,
L02BB05,,Apalutamid,,"0,24 g O"
A07XP05,,Apfelfruchtextrakt,,
B01AF02,,Apixaban,,10 mg O
G04BE07,,Apomorphin,,2 mg SL
N04BC07,,Apomorphin,,20 mg P
V03AB45,,Apomorphin,,
S01EA03,,Apraclonidin,,"0,3 ml AT "
L04AA32,,Apremilast,,60 mg O
A04AD12,,"Aprepitant, Fosaprepitant",,"165 mg O Eindosisbehandlung; 150 mg P bezogen auf Fosaprepitant; 
95 mg O; 70 mg O Kinder DDD "
C01BB04,,Aprindin,,"0,1 g O,P"
N05CA05,,Aprobarbital,,"0,1 g O,P"
N05CM12,,Apronal,,"0,25 g O"
B02AB01,,Aprotinin,,500 TSD E P
D04AX06,,Aqua calcariae,,
J01GB12,,Arbekacin,,"0,2 g P"
C01CA22,,Arbutamin,,
B01AE03,,Argatroban,,"0,2 g P"
V03AF11,,Arginin und Lysin,,
A05BA01,,Argininglutamat,,
B05XB01,,Argininhydrochlorid,,Standarddosis: 1 DE P 
N05AX12,,Aripiprazol,,"15 mg O,P; 13,3 mg P Depot"
N06BA13,,Armodafinil,,"0,15 g O"
M02AH02,,Arnika,,
M09AH03,,Arnika,,
C05BP04,,Arnikablüten,,
D03AP03,,Arnikablüten,,
M02AP01,,Arnikablüten,,
M02AP51,,"Arnikablüten, Kombinationen",,
L01XX27,,Arsentrioxid,,"6,19 mg P "
P01AR01,,Arsthinol,,
P01BE02,,Artemether,,"0,28 g O,R; 0,12 g P"
P01BF01,,Artemether und Lumefantrin,,"0,28 g O bezogen auf Artemether"
P01BE01,,Artemisinin,,1 g O
P01BF08,,Artemisinin und Naphthoquin,,
P01BF07,,Artemisinin und Piperaquin,,
P01BE04,,Artemotil,,
P01BE05,,Artenimol (Dihydroartemisinin),,"0,28 g O"
P01BF05,,Artenimol (Dihydroartemisinin) und Piperaquin,,
P01BX02,,Arterolan und Piperaquin,,
P01BE03,,Artesunat,,"0,28 g O,P,R"
P01BF09,,"Artesunat, Sulfadoxin und Pyrimethamin",,
P01BF04,,"Artesunat, Sulfalen und Pyrimethamin",,
P01BF03,,Artesunat und Amodiaquin,,
P01BF02,,Artesunat und Mefloquin,,
P01BF06,,Artesunat und Pyronaridin,,
N01BB08,,Articain,,Standarddosis: 1 DE P 
N01BB58,,"Articain, Kombinationen",,Standarddosis: 1 DE P 
A05AP03,,Artischockenblätter,,6 g O Droge; 30 g O Frischpflanze 
R05CP04,,Asarumwurzelstock,,
L01EA06,,Asciminib,,
G01AD03,,Ascorbinsäure,,"0,25 g V"
S01XA15,,Ascorbinsäure,,
A11GA01,,Ascorbinsäure (Vitamin C),,"0,2 g O,P"
A11GB50,,"Ascorbinsäure (Vitamin C), andere Kombinationen",,
A11GB01,,Ascorbinsäure (Vitamin C) und Calcium,,
V04BA06,,Ascorbinsäure-Testzone,,Standarddosis: 1 DE 
N05AH05,,Asenapin,,20 mg O
A16AB13,,Asfotase alfa,,"21,4 mg P Kinder DDD "
D03AX16,,Asiaticosid,,
D03AP11,,Asiatisches Wassernabelkraut,,
L01XX02,,Asparaginase,,
A09AA07,,Aspergillus oryzae,,
A09AA57,,"Aspergillus oryzae, Kombinationen",,
J01CA19,,Aspoxicillin,,4 g P
R06AX11,,Astemizol,,10 mg O
J05AP06,,Asunaprevir,,"0,2 g O"
M09AX03,,Ataluren,,"2,8 g O; 1 g O Kinder DDD "
J05AE08,,Atazanavir,,"0,3 g O"
J05AR15,,Atazanavir und Cobicistat,,
J05AR23,,Atazanavir und Ritonavir,,"0,3 g O bezogen auf Atazanavir"
C07AB03,,Atenolol,,"75 mg O,P"
C07FX18,,"Atenolol, Chlortalidon und Hydralazin",,Standarddosis: 1 DE O 
C07DB01,,"Atenolol, Thiazide und andere Diuretika",,
C07CB03,,Atenolol und andere Diuretika,,
C07CB53,,"Atenolol und andere Diuretika, Kombinationen",,
C07CB23,,Atenolol und Chlortalidon,,Standarddosis: 1 DE O 
C07FB03,,Atenolol und Nifedipin,,Standarddosis: 1 DE O 
C07BB03,,Atenolol und Thiazide,,
L01XC32,,Atezolizumab,,57 mg P 
N06BA09,,Atomoxetin,,80 mg O
C10AA05,,Atorvastatin,,20 mg O
C10BX12,,"Atorvastatin, Acetylsalicylsäure und Perindopril",,
C10BX06,,"Atorvastatin, Acetylsalicylsäure und Ramipril",,Standarddosis: 1 DE O 
C10BX11,,"Atorvastatin, Amlodipin und Perindopril",,Standarddosis: 1 DE O 
C10BX18,,"Atorvastatin, Amlodipin und Ramipril",,
C10BX08,,Atorvastatin und Acetylsalicylsäure,,
C10BX03,,Atorvastatin und Amlodipin,,
C10BA05,,Atorvastatin und Ezetimib,,Standarddosis: 1 DE O 
C10BA08,,Atorvastatin und Omega-3-Fettsäuren,,
C10BX15,,Atorvastatin und Perindopril,,
G02CX01,,Atosiban,,165 mg P
